1.24833966,0.49844335,0.46859489,0.22602361,0.23127525,0.25007619,0.13532647,0.12939739,0.09198287,0.41069234,0.40835695,0.38096015,0.42301004,0.4146858,0.44203081,0.05464637,0.05594234,0.05657959,0.05803484,0.05347527,-0.10668288,-0.10970853,-0.10557054,-0.10896101,-0.1085995,0.05319771,0.05146214,0.03886221,0.04053751,0.04942795,0.02306159,0.03202993,0.04288108,-0.0998281,-0.11030883,-0.10796111,-0.10532955,-0.10964536,-0.11154336,-0.10526746,-0.1075501,-0.10891231,-0.1080142,-0.09258248,-0.10940974,-0.10744788,-0.10733219,-0.10155717,-0.109381,-0.1102985,-0.11264078,-0.11185665,-0.10918341,0.09185604,0.07917789,0.0753654,-0.03823063,-0.03241119,-0.0355254,-0.02989851,-0.03544915,0.09528523,0.093268,0.08415991,0.10292531,0.09691702,0.10438239,0.08522914,0.11004839,0.08038579,0.08101833,0.07925359,0.08004392,0.10037931,0.07989651,0.0929236,0.03522521,0.03780987,-0.02789562,0.03485855,-0.03794859,-0.03254717,-0.03573258,-0.03412281,-0.03654431,-0.03644318,0.03514519,0.03436402,0.0375364,0.03899912,0.02756359,-0.10414778,-0.11008722,-0.10973266,-0.10906586,-0.02963209,-0.10874102,-0.10860411,-0.11075586,-0.10793888,0.06029146,0.09326252,0.10851955,0.08913128,0.10041529,-0.03311571,-0.0338249,-0.03097741,-0.03513076,-0.02019973,-0.02142448,-0.01983537,-0.00207962,-0.02324835
0.49844335,1.2802449,0.5293222,0.22338308,0.24918513,0.23796421,0.14235883,0.12210569,0.08217633,0.37641939,0.40220313,0.35173202,0.39986004,0.38967887,0.42455817,0.04860062,0.04575891,0.05521318,0.05869773,0.05027167,-0.11216198,-0.11191225,-0.11001608,-0.11266682,-0.11083199,0.05115422,0.05178822,0.03360742,0.03403869,0.05286046,0.03409584,0.03050514,0.04383251,-0.10546923,-0.11064904,-0.10875952,-0.11004656,-0.10957629,-0.11181973,-0.1091655,-0.11169808,-0.10992752,-0.11114373,-0.10203076,-0.11089859,-0.11034021,-0.11252455,-0.10614958,-0.10951899,-0.11254751,-0.11189864,-0.11229647,-0.11355523,0.10303402,0.07423417,0.0947686,-0.04030144,-0.03878888,-0.0401583,-0.03447601,-0.03861725,0.10027129,0.10080014,0.10825693,0.103298,0.10891851,0.11127898,0.08787805,0.13903835,0.11611321,0.08690533,0.08343791,0.09166948,0.09056135,0.06393258,0.11434649,0.04212196,0.05484912,-0.03512785,0.04510473,-0.04339772,-0.03899137,-0.03812924,-0.03952762,-0.04210232,-0.03935969,0.03806461,0.04184177,0.04196379,0.04194602,0.03669366,-0.11126932,-0.11023564,-0.1071939,-0.11059741,-0.02561539,-0.10834471,-0.11101635,-0.10801209,-0.10943955,0.05985906,0.07911618,0.10071036,0.09353508,0.09063333,-0.02372976,-0.02394174,-0.02687606,-0.02399858,-0.01471139,-0.01691738,-0.01604337,-0.00943978,-0.01686065
0.46859489,0.5293222,1.23824139,0.2306424,0.24584776,0.26591457,0.12696046,0.10961811,0.09095117,0.4006523,0.38815912,0.37003143,0.40256463,0.40723864,0.40508299,0.05222449,0.04502621,0.04850616,0.05255743,0.04671111,-0.09926551,-0.10134837,-0.09683105,-0.09779602,-0.09805411,0.03274402,0.03518119,0.0214159,0.0199288,0.03518145,0.01911559,0.0250426,0.02829037,-0.09352552,-0.10127117,-0.09511718,-0.0961869,-0.09624106,-0.10154158,-0.09715944,-0.10169625,-0.09999591,-0.09977399,-0.08961723,-0.09872254,-0.10135481,-0.09769187,-0.09413487,-0.10031023,-0.1016775,-0.10112144,-0.10026437,-0.10202766,0.09704553,0.09802085,0.07825307,-0.03310265,-0.0304707,-0.0329805,-0.02523754,-0.03173452,0.11291529,0.10984782,0.09753958,0.08975348,0.10154024,0.0851732,0.08395774,0.09168228,0.08683783,0.07845491,0.08055143,0.09107921,0.09228936,0.07425876,0.10465349,0.04707241,0.06153598,-0.02661169,0.05214224,-0.03380081,-0.02765235,-0.02809749,-0.02984538,-0.03150632,-0.02938433,0.02425005,0.02650209,0.02428053,0.03666628,0.01850114,-0.09787556,-0.10150117,-0.09721157,-0.09931427,-0.06398505,-0.1006485,-0.09960753,-0.0981597,-0.10045506,0.05668796,0.0773786,0.10384509,0.10408298,0.08319036,-0.04905596,-0.05120707,-0.0529618,-0.05115517,-0.03023281,-0.02926682,-0.0280901,-0.02079173,-0.03103267
0.22602361,0.22338308,0.2306424,1.1353293,0.27453783,0.4813727,0.12436093,0.15529448,0.1112058,0.2341876,0.2026631,0.22864421,0.24684724,0.22939867,0.22179873,0.06226292,0.06097797,0.0591095,0.06225902,0.05960137,-0.07811691,-0.08028175,-0.07711625,-0.08007243,-0.08014082,-0.02437641,-0.02504564,-0.02883287,-0.02093686,-0.02365093,0.01305047,-0.01676087,-0.00333675,-0.0776375,-0.07869551,-0.07811931,-0.07928879,-0.07879733,-0.08073907,-0.07697103,-0.0759217,-0.08325516,-0.07889659,-0.08156165,-0.08071747,-0.08126797,-0.0792408,-0.0716204,-0.0814097,-0.08127861,-0.07956754,-0.08360854,-0.07925707,0.09658138,0.11506206,0.10153127,-0.02041951,-0.02255755,-0.02027643,-0.01450315,-0.02313085,0.11528309,0.1214191,0.12291327,0.11317921,0.10712541,0.11237983,0.11542849,0.1359557,0.10554868,0.09637716,0.12330587,0.11082781,0.12133797,0.09006199,0.13027246,0.04695572,0.06060391,-0.01504735,0.05077243,-0.02117679,-0.01649814,-0.02028031,-0.02058272,-0.02274799,-0.023127,0.05121033,0.05048917,0.04934182,0.06803663,0.04661705,-0.08015509,-0.0842524,-0.08262425,-0.07536489,-0.06644794,-0.07776388,-0.07748802,-0.07501164,-0.07663201,0.07521028,0.08996074,0.1203771,0.10090412,0.12415328,-0.08369552,-0.08246521,-0.08219629,-0.08778808,-0.04388453,-0.04361475,-0.04398655,-0.04189534,-0.04430695
0.23127525,0.24918513,0.24584776,0.27453783,1.22060493,0.28058003,0.12614012,0.15834352,0.11691006,0.24053049,0.24488382,0.24130822,0.24666681,0.23719952,0.23361749,0.05188122,0.05141961,0.05420542,0.05693478,0.05292545,-0.08876986,-0.09198616,-0.0886999,-0.0882027,-0.09022112,-0.00058057,-0.00094515,-0.01216745,-0.00381031,-0.00207666,0.00387985,-0.00198816,0.00132941,-0.08391367,-0.08716988,-0.08740432,-0.08616886,-0.08694194,-0.09016294,-0.08698736,-0.0904985,-0.0886628,-0.08894819,-0.084224,-0.08943371,-0.09013887,-0.08572974,-0.08308586,-0.09263243,-0.09134742,-0.08934452,-0.09103163,-0.09036965,0.09392882,0.09446324,0.09826506,-0.02043915,-0.02402885,-0.0240895,-0.02289915,-0.02386322,0.10078235,0.10903837,0.08949318,0.11446837,0.12254157,0.12442335,0.09814674,0.13666948,0.120817,0.12555698,0.11756234,0.10700499,0.0966213,0.08847004,0.14228607,0.06263751,0.06270371,-0.02031316,0.04954921,-0.02184852,-0.02062748,-0.02185614,-0.02183081,-0.02461703,-0.02308956,0.05949574,0.05774525,0.0476077,0.06846661,0.05245305,-0.08879685,-0.09227226,-0.09022545,-0.08890505,-0.04951479,-0.08888732,-0.08881405,-0.08578881,-0.08783281,0.06138315,0.09134302,0.12280685,0.12364242,0.1044077,-0.04366397,-0.04401822,-0.04605333,-0.04479744,-0.03741438,-0.03632046,-0.03569814,-0.03199293,-0.03332073
0.25007619,0.23796421,0.26591457,0.4813727,0.28058003,1.36257264,0.14472587,0.13420151,0.1109143,0.23822473,0.21977984,0.22847293,0.25747175,0.20456286,0.22461275,0.06645969,0.07128108,0.06683788,0.0670269,0.06646018,-0.09189304,-0.09090735,-0.08798015,-0.09028952,-0.08746656,0.00711624,0.00484082,-0.0036586,0.00260728,0.00226056,0.00591939,-0.00934573,-0.00360048,-0.08918372,-0.09314823,-0.09103951,-0.09303488,-0.09282392,-0.09188146,-0.0895148,-0.08585925,-0.09394693,-0.09132839,-0.07907047,-0.08965839,-0.08950836,-0.09064623,-0.08603974,-0.09092694,-0.08936145,-0.0942997,-0.09449959,-0.09041822,0.10462766,0.14051839,0.0848885,-0.03980822,-0.03814343,-0.04218385,-0.03798991,-0.03843163,0.1169245,0.14007818,0.12313326,0.11304439,0.12700783,0.12745913,0.12149104,0.09661617,0.13526948,0.10551643,0.11112309,0.12319476,0.09101907,0.07348987,0.09145234,0.05271417,0.06447883,-0.03705457,0.05527078,-0.03956405,-0.03824067,-0.04113047,-0.04100047,-0.04103013,-0.04335534,0.05370874,0.04812955,0.04643951,0.06684928,0.04625898,-0.09167161,-0.091467,-0.09356346,-0.08888448,-0.02882603,-0.09400393,-0.09146886,-0.09057622,-0.09030484,0.06283346,0.10301287,0.1079568,0.12434508,0.0888667,-0.04259681,-0.04134377,-0.04358053,-0.04269493,-0.03434218,-0.03316427,-0.03466619,-0.03023781,-0.03250458
0.13532647,0.14235883,0.12696046,0.12436093,0.12614012,0.14472587,1.21949055,0.39386881,0.5183287,0.11585596,0.11411368,0.10767321,0.12082096,0.09698643,0.14222727,0.07009144,0.06708473,0.07218856,0.0728583,0.06794174,-0.08450056,-0.08240047,-0.08503475,-0.0845306,-0.08406553,-0.04429278,-0.04273335,-0.04747918,-0.0292763,-0.04349446,-0.0307643,-0.03822131,-0.01135766,-0.07746933,-0.08038848,-0.08107299,-0.08206686,-0.0820271,-0.08251548,-0.08138321,-0.08214908,-0.08404658,-0.08193991,-0.08345839,-0.08346744,-0.0797187,-0.08504482,-0.07355179,-0.08227602,-0.0865877,-0.08853742,-0.08386208,-0.08494113,0.17408056,0.17482058,0.14872143,-0.01860274,-0.01660698,-0.01848154,-0.01587132,-0.01838358,0.12746962,0.16986834,0.14384354,0.16514918,0.1667185,0.14463667,0.13902045,0.09684061,0.10046308,0.17443949,0.12052926,0.15571617,0.17632439,0.11503309,0.17388064,0.06194426,0.06942687,-0.02496655,0.05294697,-0.01857559,-0.01582426,-0.0134166,-0.0191025,-0.01547463,-0.01792035,0.08264132,0.08392051,0.07673188,0.07695971,0.07599383,-0.08086142,-0.0832604,-0.07947473,-0.08419318,-0.07633033,-0.08118316,-0.08335406,-0.08246152,-0.08145473,0.09356524,0.12137424,0.17271808,0.12816519,0.11967026,-0.07144438,-0.07348581,-0.07748789,-0.0755695,-0.05561409,-0.05376167,-0.05370331,-0.05089293,-0.05336832
0.12939739,0.12210569,0.10961811,0.15529448,0.15834352,0.13420151,0.39386881,1.11778447,0.42466281,0.12920915,0.11571654,0.10990386,0.1169782,0.11452052,0.13546675,0.07503069,0.07144371,0.0781629,0.07915352,0.07622862,-0.08068662,-0.08035969,-0.08304008,-0.08174939,-0.08097244,-0.03264302,-0.03852542,-0.04319512,-0.02833632,-0.0352409,-0.03772216,-0.03555483,-0.02750288,-0.07547794,-0.07422433,-0.07861247,-0.07741067,-0.0802254,-0.07998716,-0.07753498,-0.07615918,-0.07908509,-0.0786363,-0.0820231,-0.0788945,-0.07964787,-0.08196644,-0.0747462,-0.07732646,-0.08033847,-0.08374391,-0.07771617,-0.0814724,0.14239878,0.1499546,0.13981699,-0.02019732,-0.01986302,-0.0209323,-0.01615918,-0.02063286,0.15675568,0.14794004,0.14520203,0.13970514,0.14802742,0.13339229,0.13388709,0.12976129,0.13568585,0.13509952,0.14272095,0.13485764,0.16420522,0.14510302,0.17953074,0.07238588,0.07594721,-0.0202227,0.06768689,-0.02201779,-0.01969592,-0.01532837,-0.02290793,-0.0212685,-0.02076983,0.07903035,0.08353996,0.07205036,0.07684648,0.07813075,-0.08167271,-0.07807668,-0.07783635,-0.08015195,-0.07013898,-0.07719063,-0.07934457,-0.07601066,-0.07745528,0.08290164,0.12800217,0.17815617,0.13204498,0.11565259,-0.08176116,-0.08352524,-0.08605142,-0.08655286,-0.05710542,-0.05579337,-0.05510167,-0.05369853,-0.05845763
0.09198287,0.08217633,0.09095117,0.1112058,0.11691006,0.1109143,0.5183287,0.42466281,1.12418181,0.0876457,0.09985643,0.08363005,0.0959301,0.07382039,0.10070864,0.08669556,0.08438991,0.08750603,0.0885271,0.08485121,-0.07796043,-0.07914542,-0.07947806,-0.07799793,-0.0798545,-0.04878251,-0.05108573,-0.05445527,-0.03813951,-0.04920745,-0.0372021,-0.03571112,-0.04050916,-0.07640815,-0.08067316,-0.07429968,-0.07636629,-0.07848448,-0.07622804,-0.07731506,-0.07604933,-0.07901375,-0.07865823,-0.08010069,-0.07782744,-0.07936942,-0.08225143,-0.0707134,-0.0755015,-0.07792892,-0.07861018,-0.0757969,-0.07763788,0.13815428,0.15030795,0.13118477,-0.01016739,-0.01197596,-0.01145745,-0.00699547,-0.00910363,0.15348727,0.16119911,0.15373654,0.13772184,0.13440637,0.13567187,0.13679772,0.12886275,0.14810446,0.17935249,0.119341,0.16027231,0.16568976,0.1390444,0.15707891,0.07401932,0.074287,-0.00933597,0.05727382,-0.01316591,-0.01068582,-0.00819874,-0.01130913,-0.01194405,-0.01282985,0.07499536,0.07591935,0.06552668,0.05737589,0.06965331,-0.0800055,-0.07828806,-0.07620558,-0.081957,-0.06427987,-0.08067822,-0.07946653,-0.07807839,-0.08084616,0.09468681,0.11366224,0.14732862,0.13461463,0.12102912,-0.07848945,-0.07952059,-0.0783031,-0.08033719,-0.05592788,-0.05466001,-0.05581377,-0.05401999,-0.05615141
0.41069234,0.37641939,0.4006523,0.2341876,0.24053049,0.23822473,0.11585596,0.12920915,0.0876457,1.27905891,0.47554416,0.50611136,0.42047885,0.43281834,0.44335361,0.04252628,0.04396306,0.04468551,0.04850107,0.0474411,-0.09820108,-0.10137896,-0.10172676,-0.10078261,-0.09771047,0.03408566,0.03376051,0.02335454,0.02501219,0.03376118,0.02124142,0.02307906,0.02832762,-0.0921282,-0.09772927,-0.09761981,-0.10024594,-0.09723665,-0.10112226,-0.09749069,-0.09953971,-0.10118687,-0.09394011,-0.0911113,-0.1008327,-0.09916122,-0.09958115,-0.09379733,-0.09925864,-0.10179957,-0.1000908,-0.0996774,-0.09989311,0.10630632,0.09088235,0.09649514,-0.04321899,-0.0380824,-0.04193505,-0.03571179,-0.03941211,0.08325904,0.10209383,0.07331699,0.11617864,0.0753266,0.08639701,0.10224859,0.08356183,0.07129146,0.06313427,0.09714598,0.08333493,0.07524472,0.07037562,0.11634445,0.04056761,0.05537909,-0.04172873,0.04009943,-0.04074534,-0.0392667,-0.04206306,-0.04089889,-0.04079236,-0.04128529,0.02799856,0.02498711,0.02693657,0.03176086,0.01977783,-0.09797942,-0.10052684,-0.0995361,-0.09916052,-0.0338359,-0.09909347,-0.09869741,-0.09977288,-0.09828313,0.07606188,0.06178529,0.06389338,0.07308464,0.09870035,-0.03340727,-0.03750697,-0.03373769,-0.03674188,-0.02397388,-0.02191945,-0.02145228,-0.01633379,-0.02351828
